subjects	S	age	R	rt
4	left	age17	left	0.563965838242582
4	right	age17	left	0.72418565752927
4	right	age17	right	0.626944581784858
4	right	age17	left	0.73090089144906
4	left	age17	right	0.652304885268826
4	right	age17	right	0.627297203401462
4	right	age17	right	0.724135684838057
4	left	age17	left	0.642106624988598
4	right	age17	right	0.591680361713977
4	right	age17	right	0.708760491169379
4	right	age17	left	0.829438623032297
4	right	age17	right	0.995488256456762
4	right	age17	right	1.01693033650721
4	left	age17	right	0.582687521850452
4	right	age17	right	0.591920811455093
4	right	age17	right	0.815965307638792
4	left	age17	right	0.768424491663771
4	left	age17	left	0.61332670456331
4	left	age17	right	0.660242010539574
4	right	age17	right	0.632714169537633
4	left	age17	left	0.790085290384581
4	left	age17	right	0.644401497498424
4	right	age17	left	0.60152346382172
4	left	age17	right	0.58352844483217
4	left	age17	left	0.622035013747416
4	right	age17	right	0.642355114843238
4	right	age17	right	0.700757983546631
4	right	age17	right	0.607735172815427
4	left	age17	left	0.888372161460207
4	left	age17	left	0.565159441889903
4	right	age17	right	0.747200732679447
4	right	age17	right	0.76737005916517
4	left	age17	right	0.683440804956686
4	right	age17	right	0.683440063278403
4	right	age17	left	0.624484910778654
4	right	age17	right	0.606820253696949
4	right	age17	right	0.708350464038633
4	left	age17	left	0.597362514371873
4	left	age17	left	0.59152469048303
4	right	age17	right	0.60759276847264
4	left	age17	left	0.580802168755414
4	left	age17	right	0.625591399376881
4	left	age17	left	0.812536005456468
4	left	age17	left	0.604407565346684
4	left	age17	left	0.584185796143316
4	left	age17	left	0.743358914500136
4	left	age17	left	0.616647091196245
4	left	age17	left	0.64126008911841
4	left	age17	right	0.639411386540575
4	right	age17	right	0.581199921100012
4	left	age17	right	0.79939159863751
4	left	age17	right	0.577441801739746
4	left	age17	left	0.585030233381818
4	left	age17	left	0.606159306036065
4	left	age17	right	0.899720425680073
4	left	age17	left	0.631582368076647
4	left	age17	left	0.688373127553334
4	right	age17	right	0.604272297802277
4	right	age17	right	0.711314617132856
4	right	age17	left	0.614179796233325
4	right	age17	right	0.743659705480761
4	left	age17	right	0.587813942443691
4	right	age17	left	0.794530521742793
4	left	age17	right	0.96352558282832
4	right	age17	right	0.571304854773287
4	left	age17	right	0.574070157593293
4	left	age17	left	0.669690229560439
4	right	age17	right	0.651551538447248
4	right	age17	right	0.859462636055345
4	left	age17	right	0.690768142075545
4	right	age17	right	0.625890072611185
4	right	age17	left	0.950812061213036
4	left	age17	left	0.605571119108679
4	right	age17	right	0.729969520865657
4	right	age17	right	0.852072058175276
4	left	age17	left	0.680149349878525
4	right	age17	right	0.691333228770686
4	left	age17	right	0.682479818293751
4	left	age17	right	0.588066026104389
4	right	age17	right	0.658372731570671
4	left	age17	right	0.776402894090559
4	right	age17	right	0.591952510763075
4	left	age17	left	0.607929663808458
4	left	age17	left	0.778356294314651
4	right	age17	left	0.588936411576815
4	left	age17	left	0.651901902243033
4	right	age17	right	0.598818286093228
4	left	age17	right	0.585045177386221
4	left	age17	left	0.565674200195502
4	right	age17	right	0.582387685823834
4	left	age17	left	0.586089128914948
4	right	age17	right	0.787759299091758
4	left	age17	left	0.586200598939985
4	right	age17	right	0.607946117164368
4	left	age17	left	0.787372112987249
4	left	age17	left	0.633902051814694
4	right	age17	right	0.695763301286592
4	right	age17	right	0.728565051765088
4	left	age17	left	0.75226260663117
4	left	age17	left	0.607842396415362
4	left	age17	right	0.60985735876634
4	left	age17	left	0.581209334240439
4	right	age17	right	0.737988564026793
4	left	age17	left	1.25998247144061
4	right	age17	right	0.631428850914649
4	right	age17	right	0.69901863328541
4	left	age17	right	0.662064103238302
4	right	age17	right	0.561822616877689
4	left	age17	right	0.693262765795184
4	left	age17	left	0.73628851851943
4	left	age17	left	0.726939312602522
4	right	age17	left	0.659073963006576
4	left	age17	left	0.561278896857937
4	left	age17	right	0.565580213922067
4	right	age17	right	0.766065773828602
4	left	age17	left	0.600468820097422
4	right	age17	left	1.09852844632902
4	right	age17	left	0.611963790633236
4	right	age17	left	0.575800214319588
4	left	age17	left	0.742677981487703
4	right	age17	right	0.767776732503991
4	right	age17	right	0.645481467141184
4	right	age17	right	0.580718780845127
4	right	age17	left	0.577087697852869
4	right	age17	right	0.633169317092428
4	right	age17	right	0.684524482246683
4	left	age17	left	0.678069372518108
4	right	age17	left	0.566479834581635
4	left	age17	right	0.86757686035783
4	right	age17	right	0.637273435998847
4	right	age17	right	0.575823915122058
4	right	age17	right	0.673326799338229
4	right	age17	left	0.72859349428644
4	left	age17	left	0.609359430636895
4	left	age17	right	0.662586759992961
4	right	age17	right	0.611720909308784
4	right	age17	right	0.644969426203642
4	left	age17	right	0.760726781088061
4	right	age17	right	0.804728902473287
4	left	age17	left	0.605322357444328
4	right	age17	right	0.563999520610798
4	right	age17	left	0.576609598940697
4	right	age17	right	0.985388714629387
4	right	age17	right	0.629842071803598
4	right	age17	right	0.633330444634809
4	right	age17	right	0.612535278694355
4	right	age17	right	1.02928410785393
4	right	age17	left	0.734555428371377
4	left	age17	right	0.628885009897534
4	left	age17	left	0.563371433446203
4	left	age17	left	0.626061183605073
4	right	age17	left	0.700236649369113
4	right	age17	right	0.894932816023503
4	left	age17	right	0.683068500093257
4	left	age17	left	0.586701269556163
4	right	age17	right	0.641408162943536
4	left	age17	left	0.575640189478318
4	right	age17	right	0.624814034299751
4	left	age17	left	0.614605482240533
4	right	age17	right	0.631431391464539
4	right	age17	right	0.591992979096536
4	left	age17	right	0.783959870106308
4	right	age17	right	0.622845396115266
4	right	age17	right	0.821162271078967
4	left	age17	right	0.593674718852003
4	right	age17	right	0.669481770389704
4	right	age17	right	0.754241455046261
4	left	age17	right	0.682693465341607
4	left	age17	left	0.643885135742102
4	left	age17	left	0.583858566762295
4	left	age17	right	0.788052892840163
4	right	age17	right	0.570356686207785
4	right	age17	left	0.608013457737968
4	right	age17	right	0.819818902492636
4	left	age25	right	0.843125043905741
4	left	age25	left	0.60523802468444
4	left	age25	left	0.745167279788147
4	right	age25	left	0.735755452141407
4	left	age25	left	0.729236452449812
4	right	age25	left	1.07653840397649
4	left	age25	left	0.843553870110482
4	right	age25	right	0.578099676481702
4	left	age25	left	0.587499577511097
4	right	age25	left	0.565261354104948
4	right	age25	right	0.602584721757624
4	right	age25	right	0.596112822950732
4	right	age25	left	0.87219140783007
4	left	age25	left	0.608166835997873
4	right	age25	right	0.975444051109183
4	right	age25	left	1.15988280379202
4	right	age25	left	0.64505401323633
4	right	age25	left	0.619318376311608
4	right	age25	right	1.10807235992626
4	left	age25	left	1.40546282102585
4	right	age25	right	0.590686809343855
4	right	age25	right	0.68025506822202
4	right	age25	left	0.663333895480219
4	right	age25	right	0.905682827329096
4	left	age25	left	0.638577234455195
4	right	age25	right	0.896691366097985
4	left	age25	left	0.761018818954672
4	left	age25	left	0.700031278602689
4	right	age25	left	0.858186428596254
4	right	age25	right	0.899876492462838
4	right	age25	right	0.79589820985182
4	left	age25	left	0.638004787795134
4	right	age25	right	0.564237124371341
4	right	age25	right	1.40811261276927
4	left	age25	left	0.634879957532471
4	left	age25	left	0.681259813750974
4	left	age25	left	0.617180149631778
4	right	age25	right	0.71561090322412
4	left	age25	right	0.685813272975577
4	left	age25	left	0.660442155997443
4	right	age25	right	0.689565312353341
4	right	age25	right	0.756743722912516
4	right	age25	right	0.714840716366282
4	left	age25	left	1.25308737254191
4	right	age25	left	0.708757806308535
4	right	age25	right	0.737228296888745
4	left	age25	left	0.582391464011327
4	left	age25	left	0.894810108741763
4	left	age25	left	0.904558710369633
4	left	age25	left	0.786630914749237
4	left	age25	left	0.640465080845832
4	right	age25	right	0.61827526546003
4	left	age25	right	0.795074679375995
4	right	age25	right	0.631593529335575
4	left	age25	right	1.24041434340016
4	right	age25	left	0.6139820783633
4	left	age25	left	0.712254347324139
4	right	age25	right	1.13945705342074
4	left	age25	left	0.731974394564078
4	right	age25	right	0.754367559986748
4	left	age25	right	0.61309766735387
4	left	age25	right	0.765838101564062
4	left	age25	left	0.611344871710239
4	left	age25	right	0.665536660505472
4	right	age25	right	0.632984795171885
4	right	age25	right	0.630587135044763
4	left	age25	left	0.618465779131824
4	left	age25	left	0.729955534231498
4	left	age25	left	0.779491707707719
4	left	age25	right	0.576768114231391
4	left	age25	left	0.945900560350489
4	right	age25	right	0.889456178511559
4	right	age25	right	1.33110461462949
4	right	age25	right	0.984315727531778
4	left	age25	left	0.693091539009622
4	right	age25	right	0.782267838770245
4	left	age25	left	0.588250895605866
4	left	age25	right	0.598845714175934
4	right	age25	left	0.591814504630471
4	left	age25	left	0.611925368070875
4	right	age25	right	0.677383365051293
4	right	age25	right	0.659229036697658
4	left	age25	right	1.11548958267956
4	right	age25	right	0.767169231031416
4	left	age25	left	0.674122909606316
4	right	age25	right	0.902687297762059
4	left	age25	left	0.709274582302498
4	right	age25	right	0.705342670981483
4	right	age25	right	0.870942411157035
4	left	age25	left	0.679363084865622
4	left	age25	right	0.617425720597037
4	left	age25	left	0.730647429777275
4	left	age25	left	0.910054634115159
4	right	age25	left	0.68065520167234
4	right	age25	left	0.592263476382017
4	left	age25	left	0.933579709348073
4	right	age25	right	0.646507963460776
4	right	age25	left	0.593061808895921
4	left	age25	left	0.759158533014223
4	left	age25	left	0.943821566990969
4	left	age25	left	0.720411023900774
4	left	age25	right	1.27711626980668
4	left	age25	right	0.934165283611574
4	left	age25	left	0.901642425505424
4	left	age25	left	0.700117074655588
4	right	age25	left	0.621874884470272
4	left	age25	left	1.31927668446373
4	left	age25	right	1.00793791292968
4	right	age25	left	0.896282570956667
4	left	age25	right	0.719248043566501
4	left	age25	left	0.770454084288237
4	right	age25	right	0.776244117782098
4	left	age25	left	0.593934965484435
4	left	age25	left	0.711581952321773
4	left	age25	left	0.671051858741175
4	left	age25	left	0.596498531332552
4	right	age25	right	0.619022601099307
4	right	age25	right	0.623397465250895
4	right	age25	right	0.627373484915453
4	left	age25	left	0.619800646105117
4	left	age25	right	0.65074375519645
4	left	age25	right	0.898698134510304
4	left	age25	left	0.803754364720674
4	left	age25	left	0.826759867845256
4	right	age25	right	0.7614752017514
4	left	age25	right	0.65988932227658
4	right	age25	right	1.4488310067349
4	left	age25	right	0.854161445334453
4	right	age25	left	0.94201283944678
4	left	age25	left	0.621055493047616
4	right	age25	right	0.718350440528247
4	right	age25	left	0.799552024032227
4	right	age25	right	0.916885983710717
4	right	age25	right	1.03557635883789
4	right	age25	right	0.695638660289365
4	left	age25	left	0.783548516336856
4	right	age25	left	1.06055271502204
4	right	age25	right	0.57089460421275
4	left	age25	right	0.588382018721989
4	left	age25	left	0.601909948954468
4	right	age25	right	0.651451881776451
4	right	age25	left	0.949072152945793
4	right	age25	right	0.645693066916937
4	right	age25	right	0.725324061920453
4	right	age25	right	0.623726036655382
4	left	age25	left	0.987485712428631
4	right	age25	right	0.660862557502659
4	right	age25	right	0.604552894036462
4	right	age25	left	0.770256081564599
4	right	age25	right	0.627267098378068
4	left	age25	left	0.629977636292277
4	left	age25	left	1.20875546601366
4	right	age25	right	0.882469083284177
4	left	age25	left	0.660093735189718
4	left	age25	left	0.604109201990599
4	left	age25	left	1.02313422546092
4	left	age25	left	0.666321872781204
4	left	age25	left	0.659948402496016
4	left	age25	left	0.623008109042539
4	right	age25	left	0.934691920643533
4	right	age25	right	0.649573564735305
4	right	age25	right	0.657378439137413
4	left	age25	left	0.586911267978591
4	left	age25	left	0.627169067007363
4	left	age25	left	0.841512472933162
4	left	age25	left	0.652860821623191
4	left	age25	left	0.69916745876858
4	right	age25	left	0.690164463579223
4	right	age25	right	1.53070403949332
4	right	age25	right	1.0040403513288
4	left	age25	left	0.700724644846724
4	left	age25	left	0.77830769501196
4	right	age25	right	1.20123733482495
4	right	age25	right	0.681237994419097
4	right	age25	right	0.617628437332194
4	left	age25	right	0.710346211209678
4	left	age25	left	0.71381903255533
4	left	age25	left	0.792286535576991
4	left	age25	left	0.614752279896174
4	left	age25	left	0.664148103259142
4	right	age25	left	0.632303520042872
4	left	age25	left	0.834996828076965
4	right	age25	right	0.579538344834795
4	left	age25	left	0.694760208548865
4	left	age25	left	1.19096170766323
4	right	age25	right	0.68133489085313
4	left	age25	left	0.781622761812773
4	right	age25	left	1.13307188342561
4	right	age25	right	0.741897470060517
4	right	age25	left	0.794566828441013
4	right	age25	right	0.631301497790555
4	right	age25	right	0.725580957097765
4	right	age25	left	1.21128173023303
4	right	age25	left	0.729437439562702
4	left	age25	left	0.759906731137122
4	left	age25	left	0.654665318597423
4	right	age25	right	0.656262723836278
4	right	age25	right	0.590198279674682
4	right	age25	right	0.645935133234604
4	left	age25	right	0.806952873474766
4	left	age25	right	0.865604481999832
4	left	age25	left	0.918790944959304
4	right	age25	right	0.719940658375589
4	right	age25	right	0.723076574136397
4	left	age25	left	0.836553813150321
4	right	age25	left	0.589647283127717
4	right	age25	right	0.703021667025728
4	right	age25	right	0.656997368496902
4	left	age25	right	0.626511128204684
4	right	age25	right	0.75794483919054
4	right	age25	right	0.636440761678592
4	right	age25	right	0.834677291047151
4	right	age25	right	0.972378190266063
4	right	age25	right	0.784211109278678
4	left	age25	left	0.791267393490082
4	left	age25	left	0.84851056760607
4	right	age25	left	0.676622292823724
4	left	age25	left	0.586669177238306
4	right	age25	right	0.740852290434198
4	right	age25	right	0.735936222722118
4	right	age25	left	0.670986141405912
4	right	age25	right	0.664290536314138
4	right	age25	right	0.653203843834984
4	left	age25	left	0.742139252353834
4	left	age25	left	0.641913708009947
4	right	age25	right	0.684313773949554
4	left	age25	left	0.791897380423259
4	left	age25	left	1.54562506319386
4	left	age25	right	0.572561053642773
4	left	age25	right	0.860329026869534
5	left	age17	left	0.439982488240202
5	right	age17	right	0.802654472049652
5	right	age17	right	0.420209014637279
5	left	age17	left	0.449687052936138
5	right	age17	right	0.411471189336872
5	left	age17	left	0.425088927197466
5	left	age17	left	0.500385807370521
5	left	age17	right	0.421986990067236
5	left	age17	left	0.493793461600817
5	left	age17	left	0.399718836813586
5	left	age17	right	0.432190053101122
5	right	age17	right	0.426916969599541
5	right	age17	right	0.439237366248293
5	right	age17	right	0.419470127128102
5	right	age17	left	0.428814391906639
5	left	age17	left	0.430313685400158
5	right	age17	left	0.520634563089375
5	right	age17	left	0.733540560349604
5	left	age17	left	0.511142233896856
5	left	age17	right	0.429581467530238
5	left	age17	right	0.487559185096509
5	right	age17	right	0.63461523943898
5	right	age17	right	0.5050649436142
5	right	age17	right	0.62486027972854
5	left	age17	right	0.407511843398969
5	right	age17	right	0.519548528446324
5	right	age17	left	0.428683800976459
5	left	age17	left	0.548780443950452
5	left	age17	right	0.540953700135711
5	right	age17	left	0.574209130938868
5	right	age17	left	0.583847570216122
5	right	age17	right	0.431539506966568
5	left	age17	left	0.432049705203492
5	right	age17	right	0.534423592480742
5	left	age17	right	0.698378653986074
5	left	age17	left	0.667628696197187
5	right	age17	left	0.691225583474196
5	left	age17	left	0.43802440072477
5	left	age17	left	0.409871369812801
5	left	age17	left	0.741850644574236
5	left	age17	left	0.601550767060058
5	left	age17	left	0.436778449891937
5	left	age17	right	0.506399857690288
5	right	age17	right	0.610566805385766
5	right	age17	left	0.552384872405009
5	left	age17	left	0.441546449387055
5	left	age17	left	0.417415518490745
5	right	age17	left	0.404460456423026
5	right	age17	left	0.555939851862442
5	right	age17	left	0.492570764881421
5	right	age17	left	0.663239385516214
5	left	age17	left	0.423508093743987
5	right	age17	right	0.751525938540588
5	right	age17	right	0.541992755808132
5	left	age17	left	0.510598559147139
5	left	age17	left	0.455738842313562
5	right	age17	right	0.473041196094806
5	left	age17	left	0.516009081892967
5	left	age17	left	0.393281636658894
5	left	age17	right	0.512919422293705
5	left	age17	left	0.453806987631618
5	right	age17	left	0.741871725314767
5	right	age17	right	0.46723269022155
5	right	age17	right	0.417182361368989
5	right	age17	left	0.743671890183228
5	right	age17	right	0.420708517589191
5	right	age17	right	0.474741771310964
5	right	age17	right	0.424076953640079
5	right	age17	right	0.446938640715579
5	left	age17	left	0.467676453159516
5	right	age17	left	0.579689238563626
5	right	age17	right	0.684545584581775
5	left	age17	right	0.470631960264811
5	right	age17	right	0.412925863685869
5	left	age17	left	0.544306778507983
5	right	age17	right	0.525597200412358
5	right	age17	right	0.531735740829159
5	right	age17	right	0.4831467809989
5	left	age17	left	0.622765677455102
5	right	age17	right	0.449594412132835
5	left	age17	left	0.475181836696418
5	left	age17	right	0.508441269808633
5	right	age17	right	0.493305141795514
5	right	age17	left	0.573864588180727
5	right	age17	right	0.444231027755601
5	right	age17	left	0.469186697330911
5	right	age17	left	0.475169899175733
5	left	age17	right	0.41498533737465
5	left	age17	left	0.557180081062693
5	right	age17	left	0.417900377152586
5	left	age17	left	0.684513147548854
5	left	age17	left	0.501162504782734
5	right	age17	right	0.391795027777558
5	right	age17	right	0.627072142066548
5	right	age17	left	0.439001731434919
5	right	age17	right	0.450261313163735
5	left	age17	left	0.516437389684936
5	left	age17	left	0.420983990523141
5	left	age17	left	0.537284205372471
5	right	age17	left	0.441289491247243
5	left	age17	left	0.5402197926456
5	right	age17	left	0.424895255592158
5	right	age17	right	0.477606119785171
5	right	age17	right	0.513586051742982
5	right	age17	left	0.467245826752562
5	left	age17	left	0.447064695898784
5	left	age17	right	0.652015435925247
5	left	age17	left	0.583825076674647
5	right	age17	left	0.67703152804611
5	left	age17	left	0.525815405255219
5	left	age17	left	0.69265785797736
5	left	age17	left	0.446163280631891
5	left	age17	right	0.416745840011838
5	right	age17	right	0.551890971287
5	left	age17	left	0.445118367927008
5	left	age17	right	0.400519965877814
5	right	age17	right	0.460944924582034
5	left	age17	left	0.782521381326518
5	left	age17	left	0.68996881363064
5	right	age17	right	0.631601634071133
5	right	age17	left	0.453810606654893
5	left	age17	right	0.467129849534832
5	right	age17	left	0.62891935452431
5	left	age17	right	0.470583728330968
5	left	age17	right	0.434332556388351
5	left	age17	left	0.798793655293086
5	right	age17	left	0.532510117972094
5	left	age17	left	0.435703591338829
5	left	age17	left	0.444755059183082
5	right	age17	left	0.455251791559688
5	left	age17	left	0.486813004550258
5	right	age17	left	0.397735875100033
5	left	age17	right	0.469871489702185
5	right	age17	right	0.413339923061843
5	left	age17	right	0.441863416694749
5	left	age17	left	0.438693259388099
5	right	age17	left	0.425971844829479
5	right	age17	left	0.620282261527638
5	right	age17	right	0.539503781599992
5	left	age17	left	0.819542161863746
5	left	age17	left	0.430134976229013
5	left	age17	right	0.515691784900658
5	right	age17	right	0.429987757033132
5	right	age17	left	0.619674628728965
5	right	age17	right	0.626148875853514
5	left	age17	left	0.412195341525942
5	right	age17	left	0.552888353503422
5	right	age17	right	0.515039014603062
5	right	age17	right	0.397714214817906
5	left	age17	left	0.524915123871887
5	right	age17	left	0.430321064934905
5	left	age17	right	0.430028130319138
5	left	age17	right	0.509069823110694
5	right	age17	right	0.405322684564256
5	right	age17	left	0.455907967136122
5	left	age17	right	0.591144861549468
5	left	age17	left	0.43701398182897
5	left	age17	left	0.5914643044593
5	left	age17	left	0.502080093986947
5	right	age17	left	0.404967171845618
5	left	age17	right	0.479885579286174
5	left	age17	right	0.436963267778704
5	left	age17	left	0.544208589633845
5	right	age17	right	0.459039796067262
5	left	age17	left	0.687785778118504
5	right	age17	left	0.47494459210905
5	left	age17	right	0.438376940744149
5	right	age17	right	0.49689446329917
5	right	age17	right	0.396624560018648
5	left	age17	right	0.831972257319243
5	left	age17	left	0.444340279788796
5	right	age17	left	0.523672400157647
5	right	age17	left	0.403337604986688
5	right	age17	right	0.626793882376898
5	left	age17	left	0.874380795937987
5	left	age17	right	0.409353317776237
5	right	age17	right	0.492708772075146
5	right	age17	right	0.423349339452533
5	right	age17	right	0.563672924818003
5	right	age17	left	0.398743791814213
5	right	age17	right	0.59043501763938
5	left	age17	right	0.440831641285848
5	left	age17	left	0.5964786700211
5	left	age17	right	0.439938793029612
5	right	age17	right	0.890164106104313
5	left	age17	left	0.502388585149142
5	right	age17	right	0.433386348427709
5	left	age17	left	0.421121352172345
5	left	age17	left	0.413743497362039
5	left	age17	left	0.483917092822394
5	right	age17	right	0.482305363479948
5	right	age17	right	0.477773186970168
5	left	age17	left	0.471497665493088
5	right	age17	right	0.412617671808683
5	right	age17	left	0.468924139345025
5	left	age17	left	0.57213727349641
5	left	age17	left	0.446400823502077
5	right	age17	left	0.433153134795741
5	left	age17	left	0.430292269711325
5	left	age17	left	0.588928903098156
5	right	age17	left	0.436890422545534
5	left	age17	left	0.415192934672438
5	right	age17	right	0.592570691937979
5	right	age17	right	0.40403241982974
5	left	age17	left	0.472156497293954
5	left	age17	left	0.617653173231597
5	left	age17	left	0.434282516087167
5	left	age17	left	0.452811446963833
5	left	age17	right	0.43317110598587
5	right	age17	right	0.508097866078269
5	right	age17	right	0.493756219435784
5	left	age17	left	0.40697950041362
5	left	age17	right	0.565498956983701
5	left	age17	right	0.686537150466594
5	right	age17	right	0.514901743230477
5	right	age17	left	0.454286870789576
5	left	age17	left	0.628367367994028
5	right	age17	right	0.446924750557874
5	left	age17	right	0.502120402238009
5	left	age17	left	0.410220087349161
5	right	age17	left	0.430554331894239
5	left	age17	right	0.63273792585767
5	right	age17	right	0.401047939037335
5	right	age17	right	0.464781631057875
5	right	age17	left	0.653539574862435
5	right	age17	left	0.541761675012535
5	left	age17	left	0.532498032906463
5	right	age17	left	0.439646348319798
5	left	age17	left	0.447675028953076
5	right	age17	right	0.426420360511987
5	right	age25	left	0.60143773967041
5	left	age25	left	0.786997058386286
5	left	age25	right	0.630752581922351
5	left	age25	left	0.702042567228451
5	right	age25	right	0.470443110266825
5	left	age25	left	0.616446151577992
5	right	age25	right	0.906736498099717
5	left	age25	left	0.663440384843647
5	right	age25	left	0.681121709366725
5	right	age25	left	0.4122839418158
5	left	age25	left	0.508398319983346
5	left	age25	left	0.47651772077996
5	right	age25	right	0.423485026951133
5	left	age25	right	0.432015223457543
5	right	age25	right	0.506157733042202
5	right	age25	right	0.598494286140668
5	right	age25	right	0.467952157201425
5	left	age25	right	0.468059137375722
5	left	age25	left	0.554912102829111
5	right	age25	right	0.889817429103686
5	left	age25	right	0.407545606453004
5	right	age25	left	0.913043357274115
5	right	age25	right	0.516797969425299
5	left	age25	right	0.477779998195583
5	right	age25	right	0.561992816801643
5	left	age25	left	0.529987332248766
5	right	age25	right	0.464846417838654
5	right	age25	right	0.589179895709113
5	right	age25	left	0.585152295028724
5	left	age25	right	0.500144609868032
5	left	age25	right	0.514887533991935
5	left	age25	left	0.461427083151096
5	right	age25	left	0.622454303158733
5	left	age25	left	1.36292257259353
5	left	age25	left	0.400942791427187
5	left	age25	left	0.866909804554424
5	left	age25	left	0.720421314331291
5	left	age25	left	0.505762617316506
5	left	age25	left	0.771596622364922
5	left	age25	left	0.649196359683029
5	right	age25	left	0.765175586003965
5	left	age25	left	0.602484251103778
5	left	age25	left	1.16860610119339
5	right	age25	left	1.36311116194417
5	left	age25	left	0.565365496685226
5	right	age25	right	0.6286836913728
5	left	age25	left	0.48266776738329
5	left	age25	left	0.92710376599879
5	left	age25	right	1.41650866396596
5	left	age25	left	0.541006785601399
5	right	age25	right	0.591938511952985
5	right	age25	left	0.908465459118073
5	right	age25	left	0.481616010734898
5	right	age25	right	0.581754511865753
5	right	age25	right	0.459081318949279
5	right	age25	right	0.483309859709294
5	left	age25	left	0.64292002820362
5	right	age25	right	0.863826376887761
5	right	age25	right	0.485466629817368
5	left	age25	right	0.493711109532777
5	right	age25	right	0.923805736198468
5	left	age25	left	0.679883852233
5	right	age25	right	0.430748249843259
5	left	age25	right	0.595252513362887
5	right	age25	right	0.442912365256814
5	left	age25	left	0.472958896901067
5	right	age25	left	0.437868719687811
5	left	age25	right	0.896658198080222
5	left	age25	right	0.493142470007009
5	left	age25	left	0.45669944503353
5	right	age25	left	0.737943022852735
5	left	age25	left	0.944983755699342
5	left	age25	left	0.547209076623292
5	right	age25	right	1.14086375457319
5	left	age25	right	0.426630737922706
5	right	age25	left	0.573850941152809
5	left	age25	right	0.469530452506754
5	right	age25	left	0.573533610996541
5	left	age25	left	0.404815929585767
5	left	age25	left	0.570447229314578
5	left	age25	left	0.541786610983198
5	left	age25	left	0.608606224585911
5	left	age25	left	0.55525005186014
5	left	age25	right	0.515167825364564
5	right	age25	right	0.661000208146336
5	right	age25	right	0.604124254905803
5	right	age25	right	0.619753655321073
5	left	age25	left	0.575954510657728
5	right	age25	left	0.559572240778163
5	right	age25	right	0.462674566693236
5	left	age25	left	0.531754899989024
5	right	age25	right	0.893988326249616
5	right	age25	left	0.586807302501258
5	right	age25	right	0.709167685034117
5	right	age25	right	0.824655255230196
5	right	age25	left	0.461739350669411
5	left	age25	left	0.544866664470723
5	left	age25	left	0.507434981817201
5	left	age25	left	0.430239964156246
5	right	age25	right	0.661448080541003
5	right	age25	left	0.565312678894633
5	right	age25	left	0.488584218678318
5	left	age25	right	0.962268873068253
5	right	age25	right	0.448484000058187
5	left	age25	left	0.486507541281893
5	right	age25	right	0.543031055487219
5	left	age25	left	0.707450887361054
5	right	age25	right	0.562509430994475
5	left	age25	right	0.6017095684035
5	right	age25	left	0.746822085382945
5	left	age25	left	0.733291503445512
5	right	age25	right	0.719768711106647
5	left	age25	left	0.465245467529903
5	left	age25	left	0.414624831923073
5	left	age25	left	0.506691156080231
5	left	age25	right	0.763128329288249
5	right	age25	left	0.911228266335914
5	right	age25	right	0.633943217524769
5	right	age25	right	0.645805074975677
5	right	age25	left	0.909517047067717
5	right	age25	right	0.992204908349683
5	right	age25	right	0.443941789297625
5	right	age25	right	0.474949899642176
5	left	age25	right	0.753945503403566
5	left	age25	left	0.933650396312373
5	left	age25	right	0.514389394821245
5	left	age25	left	0.563018780046828
5	left	age25	right	0.517172288748384
5	left	age25	left	0.451301615158022
5	right	age25	right	0.465211489916558
5	left	age25	left	0.487456764011068
5	left	age25	right	0.479378069683418
5	left	age25	right	0.562194099959804
5	right	age25	right	0.648972066221461
5	left	age25	right	0.568994632456607
5	left	age25	right	0.595300384198006
5	right	age25	right	0.548000337409779
5	right	age25	left	0.524038984795738
5	right	age25	left	0.452435926674753
5	right	age25	right	0.52913318520797
5	right	age25	right	0.642801081185007
5	left	age25	right	0.662683194533758
5	left	age25	left	0.650130945769723
5	right	age25	left	0.891127103339265
5	right	age25	right	0.584427948718294
5	right	age25	right	0.526686648973984
5	left	age25	left	0.444142289509434
5	left	age25	left	0.529692066172217
5	left	age25	left	0.574892715149097
5	left	age25	left	0.590565332402948
5	right	age25	right	0.414892457772848
5	right	age25	right	0.8489724205035
5	left	age25	left	0.455649316195004
5	right	age25	right	0.576519566514167
5	left	age25	left	0.983526044776802
5	left	age25	left	0.743509796995419
5	right	age25	right	0.638738484558794
5	right	age25	right	0.518010024649241
5	right	age25	left	0.49825540296151
5	right	age25	right	0.411703117808732
5	right	age25	right	0.493950741727581
5	left	age25	left	0.664792811113866
5	left	age25	left	0.746179121700516
5	left	age25	right	0.700998234861771
5	left	age25	right	0.441676317227735
5	left	age25	left	0.511798931348985
5	right	age25	right	0.942483543688232
5	right	age25	right	0.563227414025626
5	right	age25	left	0.680028164458642
5	right	age25	right	0.840822080852233
5	right	age25	right	0.490352139176938
5	right	age25	right	0.959975349182039
5	right	age25	right	0.393798195439075
5	right	age25	right	0.509444406208412
5	left	age25	right	0.428886814259622
5	right	age25	right	0.537433715046137
5	right	age25	right	0.56609568617033
5	left	age25	right	0.466364970686917
5	left	age25	left	0.586701416902762
5	left	age25	left	0.527455278083247
5	right	age25	right	0.634075486463714
5	right	age25	right	0.651589166958788
5	right	age25	right	0.452804277663405
5	right	age25	right	0.46179794724501
5	left	age25	left	0.67629625258661
5	left	age25	left	0.447203157641491
5	right	age25	left	0.52262251317864
5	right	age25	right	0.566387760351834
